text,topic,stems
That’s why Mike was number one in his class at West Point! https://t.co/hldYAphqmM,Topic #1,"['that', 'mike', 'number', 'one', 'class', 'west', 'point', 'httpstcohldyaphqmm']"
"Andrew McCabe was exposed for who he is today in the U.S. Senate. He was totally destroyed - an ignorant fool. The great people of the FBI must make sure that he and his former boss, James Comey, pay the price for what they have done to the reputation of the FBI.",Topic #1,"['andrew', 'mccabe', 'expos', 'today', 'us', 'senat', 'total', 'destroy', 'ignor', 'fool', 'great', 'peopl', 'fbi', 'must', 'make', 'sure', 'former', 'boss', 'jame', 'comey', 'pay', 'price', 'done', 'reput', 'fbi']"
But how many ballots were fraudulently cast for the Dems? Did people vote after the election had ended? Did officials actually not allow OBSERVERS and Poll Watchers to look for an honest count? https://t.co/3J198nhQQy,Topic #1,"['mani', 'ballot', 'fraudul', 'cast', 'dem', 'peopl', 'vote', 'elect', 'end', 'offici', 'actual', 'allow', 'observ', 'poll', 'watcher', 'look', 'honest', 'count', 'httpstco3j198nhqqi']"
"“I don’t care what state you’re in, this computer voting system is wide open to fraud and intervention.” @LouDobbs  True, and wait until you see what’s coming!",Topic #1,"['dont', 'care', 'state', 'your', 'comput', 'vote', 'system', 'wide', 'open', 'fraud', 'intervent', 'loudobb', 'true', 'wait', 'see', 'what', 'come']"
"“I don’t care what State your in, this computer voting system is wide open to fraud and intervention.” @LouDobbs  True, and wait until you see what’s coming!",Topic #1,"['dont', 'care', 'state', 'comput', 'vote', 'system', 'wide', 'open', 'fraud', 'intervent', 'loudobb', 'true', 'wait', 'see', 'what', 'come']"
https://t.co/gGC3uuldxh,Topic #2,['httpstcoggc3uuldxh']
https://t.co/5kZAdMeoJ3,Topic #2,['httpstco5kzadmeoj3']
https://t.co/Ncauwdm8Sb,Topic #1,['httpstconcauwdm8sb']
Ballot Corruption will be exposed tonight at 9:00pmE on @SeanHannity on @FoxNews!,Topic #1,"['ballot', 'corrupt', 'expos', 'tonight', '900pme', 'seanhann', 'foxnew']"
Pennsylvania Party Leadership votes are this week. I hope they pick very tough and smart fighters. We will WIN!!,Topic #1,"['pennsylvania', 'parti', 'leadership', 'vote', 'week', 'hope', 'pick', 'tough', 'smart', 'fighter', 'win']"
"Nate Simington, a very smart and qualified individual, is having his Senate hearing today. Republicans will hopefully confirm him to the FCC ASAP! We need action NOW on this very important nomination!! @SenatorWicker @MarshaBlackburn @senatemajldr",Topic #5,"['nate', 'simington', 'smart', 'qualifi', 'individu', 'senat', 'hear', 'today', 'republican', 'hope', 'confirm', 'fcc', 'asap', 'need', 'action', 'import', 'nomin', 'senatorwick', 'marshablackburn', 'senatemajldr']"
"Nate Simington, a very smart and qualified individual, is having his Senate hearing today. Republicans will hopefully confirm him to the FCC ASAP! We need action NOW on this very important nomination!! @SenatorWicker @MarshaBlackburn @senatemajldr",Topic #5,"['nate', 'simington', 'smart', 'qualifi', 'individu', 'senat', 'hear', 'today', 'republican', 'hope', 'confirm', 'fcc', 'asap', 'need', 'action', 'import', 'nomin', 'senatorwick', 'marshablackburn', 'senatemajldr']"
Happy 245th Birthday to the @USMC! #HappyBirthdayMarines https://t.co/ruAkzKhhrJ https://t.co/0DjMwME0km,Topic #3,"['happi', '245th', 'birthday', 'usmc', 'happybirthdaymarin', 'httpstcoruakzkhhrj', 'httpstco0djmwme0km']"
"Republicans, don’t let Andrew McCabe continue to get away with totally criminal activity. What he did should never be allowed to happen to our Country again. FIGHT FOR JUSTICE!",Topic #1,"['republican', 'dont', 'let', 'andrew', 'mccabe', 'continu', 'get', 'away', 'total', 'crimin', 'activ', 'never', 'allow', 'happen', 'countri', 'fight', 'justic']"
Highly Respected Ken Starr: “Pennsylvania’s three-day extension of the mail-in ballot deadline is a Constitutional Travesty.” Legal scholars agree!,Topic #1,"['highli', 'respect', 'ken', 'starr', 'pennsylvania', 'threeday', 'extens', 'mailin', 'ballot', 'deadlin', 'constitut', 'travesti', 'legal', 'scholar', 'agre']"
BALLOT COUNTING ABUSE!,Topic #1,"['ballot', 'count', 'abus']"
"WATCH FOR MASSIVE BALLOT COUNTING ABUSE AND, JUST LIKE THE EARLY VACCINE, REMEMBER I TOLD YOU SO!",Topic #1,"['watch', 'massiv', 'ballot', 'count', 'abus', 'like', 'earli', 'vaccin', 'rememb', 'told']"
WE WILL WIN!,Topic #1,['win']
WE ARE MAKING BIG PROGRESS. RESULTS START TO COME IN NEXT WEEK. MAKE AMERICA GREAT AGAIN!,Topic #2,"['make', 'big', 'progress', 'result', 'start', 'come', 'next', 'week', 'make', 'america', 'great']"
"“Only because of President Trump, we are going to have a Vaccine by the end of the year.”  Ronny Jackson, Texas Congressman-Elect",Topic #2,"['presid', 'trump', 'go', 'vaccin', 'end', 'year', 'ronni', 'jackson', 'texa', 'congressmanelect']"
"“President Trump told us for some time we would be getting a Vaccine by the end of the year and people laughed at him, and here we are with Pfizer getting FDA approval by the end of this month. He was right.” @MariaBartiromo",Topic #2,"['presid', 'trump', 'told', 'us', 'time', 'would', 'get', 'vaccin', 'end', 'year', 'peopl', 'laugh', 'pfizer', 'get', 'fda', 'approv', 'end', 'month', 'right', 'mariabartiromo']"
Nothing! https://t.co/OurKkatwbE,Topic #1,"['noth', 'httpstcoourkkatwb']"
Nolte: Bret Baier Deletes Tweet that Exposed Backlash Against Fox News https://t.co/k98LQLPwsK via @BreitbartNews,Topic #3,"['nolt', 'bret', 'baier', 'delet', 'tweet', 'expos', 'backlash', 'fox', 'news', 'httpstcok98lqlpwsk', 'via', 'breitbartnew']"
https://t.co/kSjq4ye9EO,Topic #2,['httpstcoksjq4ye9eo']
https://t.co/dFGni0viS5,Topic #1,['httpstcodfgni0vis5']
https://t.co/9oAnUZdJLW,Topic #1,['httpstco9oanuzdjlw']
https://t.co/NXcVFfLcgx,Topic #1,['httpstconxcvfflcgx']
"The @US_FDA and the Democrats didn’t want to have me get a Vaccine WIN, prior to the election, so instead it came out five days later – As I’ve said all along!",Topic #2,"['usfda', 'democrat', 'didnt', 'want', 'get', 'vaccin', 'win', 'prior', 'elect', 'instead', 'came', 'five', 'day', 'later', 'ive', 'said', 'along']"
"If Joe Biden were President, you wouldn’t have the Vaccine for another four years, nor would the @US_FDA have ever approved it so quickly. The bureaucracy would have destroyed millions of lives!",Topic #2,"['joe', 'biden', 'presid', 'wouldnt', 'vaccin', 'anoth', 'four', 'year', 'would', 'usfda', 'ever', 'approv', 'quickli', 'bureaucraci', 'would', 'destroy', 'million', 'live']"
"As I have long said, @Pfizer and the others would only announce a Vaccine after the Election, because they didn’t have the courage to do it before. Likewise, the @US_FDA should have announced it earlier, not for political purposes, but for saving lives!",Topic #1,"['long', 'said', 'pfizer', 'other', 'would', 'announc', 'vaccin', 'elect', 'didnt', 'courag', 'likewis', 'usfda', 'announc', 'earlier', 'polit', 'purpos', 'save', 'live']"
"...The worst polling ever, and then they’ll be back in four years to do it again. This is much more then voter and campaign finance suppression!",Topic #1,"['worst', 'poll', 'ever', 'theyll', 'back', 'four', 'year', 'much', 'voter', 'campaign', 'financ', 'suppress']"
"...ABC/WaPo had me down 17 points in Wisconsin, the day before the election, and I WON! In Iowa, the polls had us 4 points down, and I won by 8.2%! Fox News and Quinnipiac were wrong on everything...",Topic #1,"['abcwapo', '17', 'point', 'wisconsin', 'day', 'elect', 'iowa', 'poll', 'us', '4', 'point', '82', 'fox', 'news', 'quinnipiac', 'wrong', 'everyth']"
".@FoxNews, @QuinnipiacPoll, ABC/WaPo, NBC/WSJ were so inaccurate with their polls on me, that it really is tampering with an Election. They were so far off in their polling, and in their attempt to suppress - that they should be called out for Election Interference...",Topic #1,"['foxnew', 'quinnipiacpol', 'abcwapo', 'nbcwsj', 'inaccur', 'poll', 'realli', 'tamper', 'elect', 'far', 'poll', 'attempt', 'suppress', 'call', 'elect', 'interfer']"
https://t.co/vTEBvG1Ucj,Topic #1,['httpstcovtebvg1ucj']
"This is good news, it means I won! 
cc: @RepDougCollins @SecretarySonny https://t.co/zO4AlPF8O0",Topic #2,"['good', 'news', 'mean', 'cc', 'repdougcollin', 'secretarysonni', 'httpstcozo4alpf8o0']"
https://t.co/UEqAlDZwYF,Topic #1,['httpstcoueqaldzwyf']
https://t.co/hQv0HD93I9,Topic #1,['httpstcohqv0hd93i9']
https://t.co/lShmKksQ0O,Topic #1,['httpstcolshmkksq0o']
"Georgia will be a big presidential win, as it was the night of the Election!",Topic #1,"['georgia', 'big', 'presidenti', 'win', 'night', 'elect']"
Pennsylvania prevented us from watching much of the Ballot count. Unthinkable and illegal in this country.,Topic #1,"['pennsylvania', 'prevent', 'us', 'watch', 'much', 'ballot', 'count', 'unthink', 'illeg', 'countri']"
Wisconsin is looking very good. Needs a little time statutorily. Will happen soon! @Reince @SeanDuffyWI,Topic #1,"['wisconsin', 'look', 'good', 'need', 'littl', 'time', 'statutorili', 'happen', 'soon', 'reinc', 'seanduffywi']"
"Nevada is turning out to be a cesspool of Fake Votes. @mschlapp &amp; @AdamLaxalt are finding things that, when released, will be absolutely shocking!",Topic #1,"['nevada', 'turn', 'cesspool', 'fake', 'vote', 'mschlapp', 'amp', 'adamlaxalt', 'find', 'thing', 'releas', 'absolut', 'shock']"
The threshold identification of Ballots is turning out to be even bigger than originally anticipated. A very large number of Ballots are impacted. Stay tuned!,Topic #1,"['threshold', 'identif', 'ballot', 'turn', 'even', 'bigger', 'origin', 'anticip', 'larg', 'number', 'ballot', 'impact', 'stay', 'tune']"
...Chris will do a GREAT job! Mark Esper has been terminated. I would like to thank him for his service.,Topic #2,"['chri', 'great', 'job', 'mark', 'esper', 'termin', 'would', 'like', 'thank', 'servic']"
"I am pleased to announce that Christopher C. Miller, the highly respected Director of the National Counterterrorism Center (unanimously confirmed by the Senate), will be Acting Secretary of Defense, effective immediately..",Topic #3,"['pleas', 'announc', 'christoph', 'c', 'miller', 'highli', 'respect', 'director', 'nation', 'counterterror', 'center', 'unanim', 'confirm', 'senat', 'act', 'secretari', 'defens', 'effect', 'immedi']"
"STOCK MARKET UP BIG, VACCINE COMING SOON. REPORT 90% EFFECTIVE. SUCH GREAT NEWS!",Topic #2,"['stock', 'market', 'big', 'vaccin', 'come', 'soon', 'report', '90', 'effect', 'great', 'news']"
https://t.co/qsFn1Ee6B0,Topic #2,['httpstcoqsfn1ee6b0']
https://t.co/yTvqk6tMXn,Topic #2,['httpstcoytvqk6tmxn']
https://t.co/nR1I8ly9tN,Topic #2,['httpstconr1i8ly9tn']
https://t.co/SQDKtMux5y,Topic #1,['httpstcosqdktmux5i']
https://t.co/JuZMicwemC,Topic #2,['httpstcojuzmicwemc']
https://t.co/4j9bBhC77N,Topic #2,['httpstco4j9bbhc77n']
https://t.co/JGyWpeFbWq,Topic #2,['httpstcojgywpefbwq']
https://t.co/EfYcyJtoJz,Topic #1,['httpstcoefycyjtojz']
https://t.co/tf4hOki1q1,Topic #1,['httpstcotf4hoki1q1']
https://t.co/VMEU0QBEHA,Topic #1,['httpstcovmeu0qbeha']
Watch @marklevinshow at 8:00 P.M.  Will discuss the Mail-In Ballot Hoax!,Topic #1,"['watch', 'marklevinshow', '800', 'pm', 'discuss', 'mailin', 'ballot', 'hoax']"
Investigators Dispatched After Fulton County Discovers ‘Issue‘ with Ballot Reporting https://t.co/lShmKksQ0O via @BreitbartNews,Topic #1,"['investig', 'dispatch', 'fulton', 'counti', 'discov', 'issu', 'ballot', 'report', 'httpstcolshmkksq0o', 'via', 'breitbartnew']"
Since when does the Lamestream Media call who our next president will be? We have all learned a lot in the last two weeks!,Topic #2,"['sinc', 'lamestream', 'media', 'call', 'next', 'presid', 'learn', 'lot', 'last', 'two', 'week']"
"....Where it mattered, they stole what they had to steal. @newtgingrich",Topic #1,"['matter', 'stole', 'steal', 'newtgingrich']"
"“We believe these people are thieves. The big city machines are corrupt. This was a stolen election. Best pollster in Britain wrote this morning that this clearly was a stolen election, that it’s impossible to imagine that Biden outran Obama in some of these states.",Topic #1,"['believ', 'peopl', 'thiev', 'big', 'citi', 'machin', 'corrupt', 'stolen', 'elect', 'best', 'pollster', 'britain', 'wrote', 'morn', 'clearli', 'stolen', 'elect', 'imposs', 'imagin', 'biden', 'outran', 'obama', 'state']"
...and Detroit with a long series of election problems (to put it mildly).” @JonathanTurley,Topic #1,"['detroit', 'long', 'seri', 'elect', 'problem', 'put', 'mildli', 'jonathanturley']"
"....how these ballots were authenticated, because if there’s a problem in the system about authentication, that would seriously affect the ENTIRE ELECTION - And what concerns me is that we had over a hundred million mail-in ballot in cites like Philladelphia...",Topic #1,"['ballot', 'authent', 'there', 'problem', 'system', 'authent', 'would', 'serious', 'affect', 'entir', 'elect', 'concern', 'hundr', 'million', 'mailin', 'ballot', 'cite', 'like', 'philladelphia']"
"....Supreme Court Justice to compel them to separate ballots that were received after the legislative deadline. It required the intervention of Justice Alito. That’s a large group of ballots. When you talk about systemic problems, it’s about...",Topic #1,"['suprem', 'court', 'justic', 'compel', 'separ', 'ballot', 'receiv', 'legisl', 'deadlin', 'requir', 'intervent', 'justic', 'alito', 'that', 'larg', 'group', 'ballot', 'talk', 'system', 'problem']"
“We should look at the votes. We’re just beginning the tabulation stage. We should look at these allegations. We’re seeing a number of affidavits that there has been voter fraud. We have a history in this country of election problems. In Pennsylvania you had an order by a...,Topic #1,"['look', 'vote', 'begin', 'tabul', 'stage', 'look', 'alleg', 'see', 'number', 'affidavit', 'voter', 'fraud', 'histori', 'countri', 'elect', 'problem', 'pennsylvania', 'order']"
"71,000,000 Legal Votes. The most EVER for a sitting President!",Topic #1,"['71000000', 'legal', 'vote', 'ever', 'sit', 'presid']"
"THE OBSERVERS WERE NOT ALLOWED INTO THE COUNTING ROOMS. I WON THE ELECTION, GOT 71,000,000 LEGAL VOTES. BAD THINGS HAPPENED WHICH OUR OBSERVERS WERE NOT ALLOWED TO SEE. NEVER HAPPENED BEFORE. MILLIONS OF MAIL-IN BALLOTS WERE SENT TO PEOPLE WHO NEVER ASKED FOR THEM!",Topic #1,"['observ', 'allow', 'count', 'room', 'elect', 'got', '71000000', 'legal', 'vote', 'bad', 'thing', 'happen', 'observ', 'allow', 'see', 'never', 'happen', 'million', 'mailin', 'ballot', 'sent', 'peopl', 'never', 'ask']"
"I WON THIS ELECTION, BY A LOT!",Topic #1,"['elect', 'lot']"
Georgia Counties Using Same Software as Michigan Counties Also Encounter ‘Glitch’ https://t.co/N2KlEOezGi via @BreitbartNews What a total mess this “election” has been!,Topic #1,"['georgia', 'counti', 'use', 'softwar', 'michigan', 'counti', 'also', 'encount', 'glitch', 'httpstcon2kleoezgi', 'via', 'breitbartnew', 'total', 'mess', 'elect']"
"Lawyer’s Press Conference at Four Season’s Landscaping, Philadelphia. Enjoy!",Topic #2,"['lawyer', 'press', 'confer', 'four', 'season', 'landscap', 'philadelphia', 'enjoy']"
Big press conference today in Philadelphia at Four Seasons Total Landscaping — 11:30am!,Topic #2,"['big', 'press', 'confer', 'today', 'philadelphia', 'four', 'season', 'total', 'landscap', '1130am']"
Four Season’s Landscaping! https://t.co/kZ6xTFOx6M,Topic #2,"['four', 'season', 'landscap', 'httpstcokz6xtfox6m']"
"Lawyers Press Conference at Four Seasons, Philadelphia. 11:00 A.M.",Topic #2,"['lawyer', 'press', 'confer', 'four', 'season', 'philadelphia', '1100']"
People were screaming STOP THE COUNT &amp; WE DEMAND TRANSPARENCY (As Legal Observers were refused admittance to count rooms)! https://t.co/CW1tivI45c,Topic #1,"['peopl', 'scream', 'stop', 'count', 'amp', 'demand', 'transpar', 'legal', 'observ', 'refus', 'admitt', 'count', 'room', 'httpstcocw1tivi45c']"
....Bad things took place during those hours where LEGAL TRANSPARENCY was viciously &amp; crudely not allowed. Tractors blocked doors &amp; windows were covered with thick cardboard so that observers could not see into the count rooms. BAD THINGS HAPPENED INSIDE. BIG CHANGES TOOK PLACE!,Topic #1,"['bad', 'thing', 'took', 'place', 'hour', 'legal', 'transpar', 'vicious', 'amp', 'crude', 'allow', 'tractor', 'block', 'door', 'amp', 'window', 'cover', 'thick', 'cardboard', 'observ', 'could', 'see', 'count', 'room', 'bad', 'thing', 'happen', 'insid', 'big', 'chang', 'took', 'place']"
"....This would ALSO change the Election result in numerous States, including Pennsylvania, which everyone thought was easily won on Election Night, only to see a massive lead disappear, without anyone being allowed to OBSERVE, for long intervals of time, what the happened...",Topic #1,"['would', 'also', 'chang', 'elect', 'result', 'numer', 'state', 'includ', 'pennsylvania', 'everyon', 'thought', 'easili', 'elect', 'night', 'see', 'massiv', 'lead', 'disappear', 'without', 'anyon', 'allow', 'observ', 'long', 'interv', 'time', 'happen']"
